row  column  (images_28.edf Mn-K*images_28.edf Ar-K**2.3)
31  12  5.26830e+06
31  13  8.10172e+06
31  14  7.88576e+06
31  15  2.29956e+06
31  16  8.65228e+06
31  17  4.76211e+06
31  18  6.12496e+06
31  19  4.99026e+06
31  20  4.71892e+06
31  21  3.59449e+06
31  22  4.53848e+06
31  23  6.25701e+06
31  24  5.67498e+06
31  25  5.75849e+06
31  26  6.26915e+06
31  27  6.28217e+06
31  28  6.37801e+06
31  29  4.71543e+06
31  30  5.36683e+06
31  31  9.67610e+06
31  32  6.55118e+06
31  33  8.63851e+06
31  34  9.70880e+06
31  35  6.10210e+06
31  36  6.67554e+06
31  37  4.79388e+06
31  38  6.24137e+06
31  39  5.08189e+06
31  40  8.83583e+06
31  41  6.52391e+06
31  42  6.45857e+06
31  43  3.73864e+06
31  44  6.74709e+06
31  45  1.20190e+07
31  46  8.04293e+06
31  47  4.66182e+06
31  48  7.47891e+06
31  49  7.41027e+06
31  50  8.27158e+06
31  51  5.97438e+06
31  52  5.63567e+06
31  53  1.11218e+07
31  54  9.71096e+06
31  55  4.74419e+06
31  56  4.30432e+06
31  57  7.73231e+06
31  58  5.61216e+06
31  59  9.27260e+06
31  60  7.65759e+06
31  61  8.80589e+06
31  62  6.99705e+06
31  63  4.80207e+06
31  64  4.20398e+06
31  65  6.93094e+06
31  66  9.30692e+06
31  67  5.86840e+06
31  68  7.68736e+06
31  69  7.52713e+06
31  70  1.04702e+07
31  71  1.06873e+07
31  72  6.39604e+06
31  73  8.84487e+06
31  74  8.86956e+06
31  75  5.24103e+06
31  76  7.39915e+06
31  77  7.54759e+06
31  78  6.80864e+06
31  79  8.93726e+06
31  80  1.16899e+07
31  81  1.14317e+07
31  82  8.69411e+06
31  83  1.17808e+07
31  84  9.60359e+06
31  85  8.14315e+06
31  86  2.41578e+06
31  87  1.00770e+07
31  88  8.47788e+06
31  89  6.98091e+06
31  90  5.33428e+06
31  91  7.78798e+06
31  92  9.86791e+06
31  93  9.11037e+06
31  94  8.33927e+06
31  95  7.08013e+06
31  96  2.78209e+06
31  97  6.74313e+06
31  98  4.38491e+06
31  99  9.87056e+06
31  100  3.96418e+06
31  101  8.71232e+06
31  102  3.34830e+06
31  103  5.26927e+06
31  104  5.78058e+06
31  105  6.48851e+06
31  106  6.76567e+06
31  107  5.50339e+06
31  108  7.65696e+06
31  109  7.18308e+06
31  110  6.87936e+06
31  111  1.15269e+07
31  112  8.18318e+06
31  113  3.64635e+06
31  114  4.02468e+06
31  115  1.24794e+07
31  116  1.18200e+07
31  117  5.64247e+06
31  118  6.35582e+06
31  119  6.99284e+06
31  120  1.33125e+07
32  0  3.43647e+06
32  1  4.22598e+06
32  2  3.09792e+06
32  3  1.95065e+06
32  4  2.80572e+06
32  5  5.49897e+06
32  6  2.15641e+06
32  7  5.31071e+06
32  8  3.34382e+06
32  9  4.55662e+06
32  10  3.11880e+06
32  11  2.92272e+06
32  12  6.81085e+06
32  13  5.93668e+06
32  14  6.35973e+06
32  15  4.61694e+06
32  16  9.32868e+06
32  17  4.58419e+06
32  18  9.16351e+06
32  19  5.16220e+06
32  20  5.46295e+06
32  21  9.02347e+06
32  22  5.83481e+06
32  23  5.71724e+06
32  24  4.72876e+06
32  25  4.69708e+06
32  26  5.85822e+06
32  27  9.62631e+06
32  28  5.52980e+06
32  29  4.09650e+06
32  30  6.66023e+06
32  31  4.17693e+06
32  32  7.37307e+06
32  33  1.70821e+06
32  34  7.46293e+06
32  35  7.05099e+06
32  36  7.17954e+06
32  37  8.28548e+06
32  38  7.30241e+06
32  39  8.76996e+06
32  40  9.91186e+06
32  41  6.41077e+06
32  42  6.57858e+06
32  43  8.39675e+06
32  44  5.74286e+06
32  45  6.19909e+06
32  46  9.23881e+06
32  47  7.44625e+06
32  48  5.73869e+06
32  49  5.59068e+06
32  50  4.57362e+06
32  51  8.88853e+06
32  52  6.61509e+06
32  53  5.23193e+06
32  54  1.15634e+07
32  55  5.96347e+06
32  56  8.60018e+06
32  57  6.12922e+06
32  58  1.02780e+07
32  59  8.64959e+06
32  60  7.67784e+06
32  61  6.36045e+06
32  62  6.71123e+06
32  63  5.42483e+06
32  64  9.83692e+06
32  65  4.03034e+06
32  66  9.93213e+06
32  67  1.03887e+07
32  68  6.58729e+06
32  69  7.92153e+06
32  70  7.19314e+06
32  71  4.58872e+06
32  72  6.88407e+06
32  73  5.68880e+06
32  74  7.36637e+06
32  75  1.53911e+07
32  76  7.67176e+06
32  77  3.68555e+06
32  78  9.36668e+06
32  79  7.58898e+06
32  80  8.04634e+06
32  81  7.14676e+06
32  82  1.02885e+07
32  83  8.36303e+06
32  84  9.05548e+06
32  85  8.16464e+06
32  86  7.66892e+06
32  87  1.12056e+07
32  88  9.33257e+06
32  89  2.84663e+06
32  90  9.97348e+06
32  91  9.44944e+06
32  92  5.99043e+06
32  93  3.96069e+06
32  94  4.94469e+06
32  95  7.10659e+06
32  96  1.20833e+07
32  97  4.74216e+06
32  98  5.33352e+06
32  99  9.72596e+06
32  100  7.34563e+06
32  101  2.03678e+06
32  102  1.06591e+07
32  103  9.83966e+06
32  104  3.78384e+06
32  105  1.06028e+07
32  106  7.10550e+06
32  107  2.85776e+06
32  108  8.03161e+06
32  109  9.49333e+06
32  110  8.06247e+06
32  111  1.42113e+07
32  112  7.56767e+06
32  113  1.21169e+07
32  114  9.83559e+06
32  115  7.09284e+06
32  116  6.60417e+06
32  117  6.75453e+06
32  118  7.15951e+06
32  119  8.43831e+06
32  120  8.19207e+06
33  0  1.08174e+06
33  1  2.96748e+06
33  2  4.90239e+06
33  3  2.24175e+06
33  4  4.86940e+06
33  5  1.90630e+06
33  6  5.27198e+06
33  7  6.09772e+06
33  8  3.06593e+06
33  9  4.44151e+06
33  10  3.41448e+06
33  11  6.76889e+06
33  12  4.48763e+06
33  13  3.36471e+06
33  14  5.08961e+06
33  15  6.15931e+06
33  16  7.24566e+06
33  17  3.03518e+06
33  18  6.02151e+06
33  19  7.94175e+06
33  20  4.21074e+06
33  21  6.25359e+06
33  22  5.36716e+06
33  23  4.70793e+06
33  24  3.69819e+06
33  25  7.22753e+06
33  26  3.28867e+06
33  27  6.99149e+06
33  28  7.53278e+06
33  29  5.55851e+06
33  30  8.84343e+06
33  31  8.73173e+06
33  32  6.76563e+06
33  33  8.71161e+06
33  34  8.37901e+06
33  35  7.62873e+06
33  36  6.39637e+06
33  37  5.61757e+06
33  38  3.64093e+06
33  39  6.01578e+06
33  40  1.12748e+07
33  41  7.47388e+06
33  42  7.02584e+06
33  43  3.96583e+06
33  44  8.58842e+06
33  45  1.05167e+07
33  46  1.00936e+07
33  47  5.98790e+06
33  48  8.27407e+06
33  49  4.02701e+06
33  50  4.72902e+06
33  51  5.36163e+06
33  52  9.07139e+06
33  53  6.55190e+06
33  54  6.14652e+06
33  55  1.17952e+07
33  56  4.34920e+06
33  57  8.94112e+06
33  58  1.09350e+07
33  59  5.45677e+06
33  60  6.17909e+06
33  61  5.31672e+06
33  62  1.08098e+07
33  63  1.08976e+07
33  64  3.74289e+06
33  65  9.48780e+06
33  66  6.77920e+06
33  67  5.77076e+06
33  68  1.07253e+07
33  69  1.03347e+07
33  70  8.96948e+06
33  71  1.48756e+07
33  72  5.79561e+06
33  73  4.26386e+06
33  74  8.39647e+06
33  75  6.01975e+06
33  76  6.05994e+06
33  77  4.40727e+06
33  78  7.12693e+06
33  79  8.84957e+06
33  80  1.19947e+07
33  81  9.10222e+06
33  82  7.27050e+06
33  83  6.14583e+06
33  84  9.90287e+06
33  85  5.99833e+06
33  86  4.67312e+06
33  87  7.67886e+06
33  88  5.62492e+06
33  89  7.16350e+06
33  90  4.60753e+06
33  91  6.62497e+06
33  92  6.38484e+06
33  93  8.12573e+06
33  94  5.83302e+06
33  95  1.05374e+07
33  96  9.47809e+06
33  97  4.08262e+06
33  98  1.01592e+07
33  99  6.36005e+06
33  100  4.80239e+06
33  101  8.97757e+06
33  102  4.10392e+06
33  103  7.06727e+06
33  104  3.21431e+06
33  105  8.40885e+06
33  106  6.88682e+06
33  107  6.20587e+06
33  108  7.12653e+06
33  109  7.07577e+06
33  110  7.52381e+06
33  111  5.32416e+06
33  112  1.03512e+07
33  113  7.10679e+06
33  114  8.39937e+06
33  115  4.36968e+06
33  116  5.01271e+06
33  117  1.47218e+07
33  118  9.92984e+06
33  119  1.20634e+07
33  120  5.22760e+06
34  0  3.03670e+06
34  1  6.56341e+06
34  2  3.32900e+06
34  3  4.75760e+06
34  4  5.18288e+06
34  5  2.56538e+06
34  6  6.22096e+06
34  7  2.12007e+06
34  8  3.52990e+06
34  9  3.26042e+06
34  10  6.94995e+06
34  11  5.59554e+06
34  12  6.75039e+06
34  13  5.42538e+06
34  14  3.67004e+06
34  15  6.69367e+06
34  16  7.12358e+06
34  17  5.16583e+06
34  18  8.54790e+06
34  19  7.00241e+06
34  20  9.40007e+06
34  21  4.54612e+06
34  22  5.29199e+06
34  23  5.13909e+06
34  24  6.42984e+06
34  25  6.54127e+06
34  26  9.28654e+06
34  27  8.35286e+06
34  28  6.43017e+06
34  29  4.28809e+06
34  30  7.25014e+06
34  31  4.51369e+06
34  32  6.12137e+06
34  33  8.99605e+06
34  34  1.99072e+06
34  35  5.60088e+06
34  36  1.95437e+06
34  37  6.65429e+06
34  38  6.67162e+06
34  39  5.19413e+06
34  40  4.13260e+06
34  41  6.55635e+06
34  42  8.48019e+06
34  43  6.94009e+06
34  44  7.44339e+06
34  45  7.19572e+06
34  46  5.58762e+06
34  47  3.40287e+06
34  48  5.91694e+06
34  49  3.79060e+06
34  50  1.03721e+07
34  51  2.72416e+06
34  52  2.47194e+06
34  53  7.84947e+06
34  54  7.21857e+06
34  55  9.58837e+06
34  56  6.90432e+06
34  57  4.75374e+06
34  58  9.91388e+06
34  59  5.74371e+06
34  60  5.74480e+06
34  61  5.14855e+06
34  62  5.04875e+06
34  63  5.83596e+06
34  64  8.95343e+06
34  65  6.86457e+06
34  66  9.45134e+06
34  67  8.10941e+06
34  68  1.12530e+07
34  69  7.85606e+06
34  70  9.63872e+06
34  71  6.66951e+06
34  72  3.56691e+06
34  73  4.79258e+06
34  74  5.22648e+06
34  75  1.00424e+07
34  76  8.89999e+06
34  77  1.09773e+07
34  78  7.66029e+06
34  79  1.00329e+07
34  80  1.14120e+07
34  81  4.75495e+06
34  82  6.75562e+06
34  83  7.70644e+06
34  84  1.03021e+07
34  85  1.22393e+07
34  86  8.72608e+06
34  87  9.92030e+06
34  88  9.34025e+06
34  89  5.24326e+06
34  90  9.74638e+06
34  91  1.19820e+07
34  92  9.77096e+06
34  93  6.52652e+06
34  94  8.71249e+06
34  95  4.56200e+06
34  96  6.71667e+06
34  97  6.07000e+06
34  98  5.34289e+06
34  99  5.65445e+06
34  100  7.61591e+06
34  101  4.67474e+06
34  102  2.26025e+06
34  103  6.60116e+06
34  104  3.22665e+06
34  105  6.64404e+06
34  106  5.90406e+06
34  107  4.34922e+06
34  108  5.39097e+06
34  109  4.89854e+06
34  110  1.27040e+07
34  111  8.90895e+06
34  112  9.49518e+06
34  113  8.07066e+06
34  114  8.85974e+06
34  115  1.21176e+07
34  116  8.74188e+06
34  117  8.21907e+06
34  118  1.19775e+07
34  119  6.07025e+06
34  120  9.60456e+06
35  0  5.08329e+06
35  1  2.47536e+06
35  2  4.47054e+06
35  3  1.94635e+06
35  4  3.98966e+06
35  5  4.20813e+06
35  6  5.24292e+06
35  7  5.82330e+06
35  8  4.63824e+06
35  9  3.74015e+06
35  10  5.57535e+06
35  11  5.21610e+06
35  12  4.50861e+06
35  13  3.18731e+06
35  14  3.95804e+06
35  15  9.76465e+06
35  16  7.31557e+06
35  17  4.39738e+06
35  18  2.43644e+06
35  19  5.19454e+06
35  20  6.62702e+06
35  21  5.56424e+06
35  22  3.67101e+06
35  23  1.73726e+06
35  24  6.13818e+06
35  25  8.04486e+06
35  26  7.58668e+06
35  27  5.88534e+06
35  28  3.67949e+06
35  29  6.34491e+06
35  30  1.07017e+07
35  31  4.80301e+06
35  32  2.39284e+06
35  33  7.68211e+06
35  34  9.32201e+06
35  35  8.35279e+06
35  36  8.33905e+06
35  37  6.14332e+06
35  38  5.27799e+06
35  39  5.08721e+06
35  40  6.01039e+06
35  41  1.14750e+07
35  42  5.38832e+06
35  43  7.13093e+06
35  44  9.36623e+06
35  45  7.25261e+06
35  46  7.34724e+06
35  47  5.31720e+06
35  48  4.81817e+06
35  49  6.48210e+06
35  50  3.48717e+06
35  51  9.17721e+06
35  52  6.75307e+06
35  53  6.34244e+06
35  54  4.10204e+06
35  55  7.24988e+06
35  56  4.13137e+06
35  57  6.79156e+06
35  58  7.46871e+06
35  59  9.77845e+06
35  60  4.32363e+06
35  61  4.74163e+06
35  62  8.89229e+06
35  63  7.65691e+06
35  64  1.12212e+07
35  65  5.28097e+06
35  66  8.62920e+06
35  67  6.32464e+06
35  68  7.01503e+06
35  69  1.12729e+07
35  70  7.53754e+06
35  71  8.91472e+06
35  72  6.08162e+06
35  73  8.62659e+06
35  74  1.01781e+07
35  75  6.52166e+06
35  76  7.40255e+06
35  77  8.69298e+06
35  78  8.18684e+06
35  79  7.02095e+06
35  80  7.56539e+06
35  81  9.48945e+06
35  82  1.10162e+07
35  83  8.72572e+06
35  84  9.71237e+06
35  85  4.52325e+06
35  86  7.43720e+06
35  87  1.29174e+07
35  88  9.12191e+06
35  89  1.09674e+07
35  90  9.30465e+06
35  91  1.10718e+07
35  92  9.37757e+06
35  93  8.76777e+06
35  94  1.11986e+07
35  95  9.83758e+06
35  96  1.01000e+07
35  97  8.49800e+06
35  98  9.29171e+06
35  99  6.74519e+06
35  100  7.72925e+06
35  101  9.45604e+06
35  102  2.73323e+06
35  103  9.27853e+06
35  104  8.79552e+06
35  105  6.24060e+06
35  106  7.36220e+06
35  107  6.32369e+06
35  108  8.04966e+06
35  109  8.41373e+06
35  110  3.50263e+06
35  111  9.74627e+06
35  112  7.39584e+06
35  113  9.03863e+06
35  114  1.72796e+07
35  115  9.65472e+06
35  116  5.36705e+06
35  117  1.14112e+07
35  118  1.00933e+07
35  119  1.15994e+07
35  120  3.46727e+06
36  0  4.52369e+06
36  1  4.86397e+06
36  2  3.17399e+06
36  3  4.30001e+06
36  4  4.13986e+06
36  5  3.80709e+06
36  6  2.77504e+06
36  7  5.19832e+06
36  8  2.73146e+06
36  9  2.29551e+06
36  10  6.05745e+06
36  11  4.74863e+06
36  12  5.62505e+06
36  13  7.07004e+06
36  14  4.81572e+06
36  15  7.02556e+06
36  16  7.57995e+06
36  17  2.45373e+06
36  18  3.48508e+06
36  19  4.84487e+06
36  20  3.99416e+06
36  21  6.66192e+06
36  22  2.45097e+06
36  23  3.57808e+06
36  24  4.47358e+06
36  25  1.86785e+06
36  26  4.63038e+06
36  27  6.33967e+06
36  28  1.89125e+06
36  29  5.50119e+06
36  30  4.71279e+06
36  31  5.48820e+06
36  32  7.19299e+06
36  33  4.86205e+06
36  34  6.44155e+06
36  35  8.10984e+06
36  36  4.62648e+06
36  37  7.49243e+06
36  38  7.06399e+06
36  39  5.12702e+06
36  40  5.37692e+06
36  41  3.75188e+06
36  42  5.23649e+06
36  43  9.50418e+06
36  44  7.90040e+06
36  45  6.41241e+06
36  46  6.30048e+06
36  47  6.37282e+06
36  48  5.84889e+06
36  49  8.46181e+06
36  50  5.21948e+06
36  51  5.61377e+06
36  52  7.20557e+06
36  53  9.49450e+06
36  54  6.56309e+06
36  55  8.30655e+06
36  56  7.56834e+06
36  57  8.19865e+06
36  58  4.71836e+06
36  59  8.79685e+06
36  60  8.22774e+06
36  61  1.01141e+07
36  62  9.72951e+06
36  63  1.22092e+07
36  64  7.59566e+06
36  65  4.37170e+06
36  66  5.52311e+06
36  67  8.25441e+06
36  68  4.93037e+06
36  69  8.34082e+06
36  70  8.69886e+06
36  71  7.09844e+06
36  72  8.76971e+06
36  73  6.43090e+06
36  74  9.48880e+06
36  75  1.25254e+07
36  76  9.64349e+06
36  77  1.06489e+07
36  78  7.91645e+06
36  79  6.34756e+06
36  80  5.82979e+06
36  81  1.19565e+07
36  82  1.15655e+07
36  83  4.35973e+06
36  84  1.34224e+07
36  85  8.44430e+06
36  86  1.00852e+07
36  87  8.96847e+06
36  88  7.86045e+06
36  89  6.16708e+06
36  90  6.75090e+06
36  91  6.24081e+06
36  92  7.02484e+06
36  93  1.28671e+07
36  94  7.01870e+06
36  95  6.03309e+06
36  96  8.77267e+06
36  97  8.00950e+06
36  98  6.95887e+06
36  99  2.75889e+06
36  100  6.29141e+06
36  101  8.49194e+06
36  102  6.93320e+06
36  103  8.18626e+06
36  104  7.28491e+06
36  105  5.27780e+06
36  106  6.30751e+06
36  107  7.47614e+06
36  108  9.56816e+06
36  109  1.95187e+06
36  110  9.16290e+06
36  111  5.15227e+06
36  112  8.08467e+06
36  113  9.44632e+06
36  114  1.38772e+07
36  115  1.17071e+07
36  116  7.59369e+06
36  117  8.05861e+06
36  118  1.16253e+07
36  119  1.36028e+07
36  120  7.88963e+06
37  0  3.23606e+06
37  1  5.19085e+06
37  2  9.06544e+05
37  3  1.44903e+06
37  4  4.55312e+06
37  5  2.85251e+06
37  6  4.57452e+06
37  7  2.55021e+06
37  8  5.67161e+06
37  9  4.19558e+06
37  10  2.83648e+06
37  11  6.28831e+06
37  12  3.12866e+06
37  13  3.62855e+06
37  14  6.87709e+06
37  15  2.24105e+06
37  16  4.97353e+06
37  17  5.36231e+06
37  18  5.16512e+06
37  19  4.22475e+06
37  20  6.20812e+06
37  21  1.19650e+06
37  22  7.19807e+06
37  23  4.94997e+06
37  24  6.47890e+06
37  25  7.95985e+06
37  26  3.05370e+06
37  27  5.89770e+06
37  28  4.94585e+06
37  29  6.82667e+06
37  30  9.35107e+05
37  31  5.52531e+06
37  32  3.69738e+06
37  33  5.77786e+06
37  34  7.21669e+06
37  35  6.93923e+06
37  36  8.90865e+06
37  37  1.95399e+06
37  38  3.24322e+06
37  39  7.47755e+06
37  40  7.07902e+06
37  41  9.91997e+06
37  42  4.73287e+06
37  43  5.72629e+06
37  44  7.26211e+06
37  45  2.03981e+06
37  46  3.67164e+06
37  47  4.62722e+06
37  48  4.98391e+06
37  49  6.96061e+06
37  50  8.96498e+06
37  51  7.44970e+06
37  52  6.50205e+06
37  53  5.87977e+06
37  54  1.01650e+07
37  55  4.57058e+06
37  56  8.26834e+06
37  57  5.90905e+06
37  58  5.67982e+06
37  59  7.24911e+06
37  60  5.25457e+06
37  61  9.64770e+06
37  62  8.49194e+06
37  63  4.45899e+06
37  64  8.73934e+06
37  65  9.50458e+06
37  66  7.41097e+06
37  67  5.64370e+06
37  68  9.15570e+06
37  69  2.29668e+06
37  70  6.97315e+06
37  71  5.20280e+06
37  72  1.07694e+07
37  73  7.82707e+06
37  74  5.88648e+06
37  75  7.98584e+06
37  76  7.12961e+06
37  77  5.10219e+06
37  78  1.01579e+07
37  79  6.30901e+06
37  80  9.11749e+06
37  81  9.24353e+06
37  82  1.74429e+07
37  83  5.46840e+06
37  84  1.19806e+07
37  85  6.97420e+06
37  86  5.64570e+06
37  87  8.67928e+06
37  88  1.13962e+07
37  89  7.06942e+06
37  90  7.11819e+06
37  91  6.77240e+06
37  92  7.94605e+06
37  93  8.91602e+06
37  94  1.12124e+07
37  95  5.58294e+06
37  96  8.25574e+06
37  97  1.00366e+07
37  98  5.09808e+06
37  99  5.46702e+06
37  100  9.65426e+06
37  101  9.01573e+06
37  102  8.71598e+06
37  103  7.76120e+06
37  104  6.70113e+06
37  105  5.74722e+06
37  106  3.69700e+06
37  107  9.78180e+06
37  108  4.48483e+06
37  109  2.89348e+06
37  110  5.79141e+06
37  111  1.10195e+07
37  112  5.54014e+06
37  113  6.78033e+06
37  114  8.53712e+06
37  115  8.47892e+06
37  116  9.17297e+06
37  117  1.03511e+07
37  118  5.20900e+06
37  119  1.14447e+07
37  120  7.60054e+06
38  0  2.88380e+06
38  1  7.41233e+06
38  2  3.43030e+06
38  3  3.10005e+06
38  4  3.19076e+06
38  5  3.00079e+06
38  6  2.17943e+06
38  7  1.35396e+06
38  8  2.61113e+06
38  9  8.23381e+06
38  10  2.37966e+06
38  11  6.64314e+06
38  12  7.70644e+06
38  13  4.63414e+06
38  14  5.62752e+06
38  15  4.37589e+06
38  16  5.95994e+06
38  17  4.67388e+06
38  18  6.78610e+06
38  19  6.75279e+06
38  20  4.63368e+06
38  21  6.63663e+06
38  22  6.39948e+06
38  23  7.61175e+06
38  24  5.24838e+06
38  25  3.84842e+06
38  26  7.56270e+06
38  27  4.43864e+06
38  28  9.16008e+06
38  29  4.69325e+06
38  30  5.10623e+06
38  31  3.55583e+06
38  32  5.09817e+06
38  33  7.57170e+06
38  34  6.58297e+06
38  35  7.91734e+06
38  36  8.61080e+06
38  37  8.36184e+06
38  38  7.50776e+06
38  39  7.54677e+06
38  40  6.32518e+06
38  41  9.47200e+06
38  42  6.48782e+06
38  43  4.90544e+06
38  44  4.92564e+06
38  45  4.59856e+06
38  46  8.59263e+06
38  47  8.02721e+06
38  48  5.44844e+06
38  49  7.17721e+06
38  50  6.35024e+06
38  51  1.04984e+07
38  52  1.04949e+07
38  53  7.88196e+06
38  54  9.30731e+06
38  55  8.26738e+06
38  56  9.16390e+06
38  57  1.02197e+07
38  58  7.37255e+06
38  59  1.08728e+07
38  60  7.92075e+06
38  61  8.25285e+06
38  62  8.52458e+06
38  63  5.80554e+06
38  64  8.21096e+06
38  65  1.37859e+06
38  66  8.93050e+06
38  67  6.47539e+06
38  68  1.02987e+07
38  69  9.98741e+06
38  70  4.91593e+06
38  71  7.08259e+06
38  72  9.65965e+06
38  73  7.93845e+06
38  74  1.13657e+07
38  75  3.05845e+06
38  76  9.86317e+06
38  77  9.69808e+06
38  78  1.02102e+07
38  79  7.51107e+06
38  80  5.85102e+06
38  81  8.49148e+06
38  82  9.20857e+06
38  83  5.65277e+06
38  84  1.06061e+07
38  85  6.71917e+06
38  86  5.91812e+06
38  87  8.68018e+06
38  88  1.14811e+07
38  89  6.30962e+06
38  90  6.12238e+06
38  91  1.22236e+07
38  92  6.76508e+06
38  93  5.29727e+06
38  94  1.06611e+07
38  95  7.55739e+06
38  96  6.48932e+06
38  97  6.49552e+06
38  98  1.16588e+07
38  99  7.34082e+06
38  100  6.69073e+06
38  101  8.49755e+06
38  102  3.08210e+06
38  103  5.92018e+06
38  104  7.87588e+06
38  105  3.84803e+06
38  106  4.21155e+06
38  107  5.09883e+06
38  108  8.27857e+06
38  109  5.45256e+06
38  110  1.03570e+07
38  111  7.45151e+06
38  112  2.98646e+06
38  113  1.15282e+07
38  114  8.41382e+06
38  115  1.12192e+07
38  116  7.12545e+06
38  117  6.13408e+06
38  118  5.89951e+06
38  119  1.11400e+07
38  120  1.56573e+07
39  0  6.07993e+06
39  1  3.15354e+06
39  2  3.80854e+06
39  3  2.24507e+06
39  4  3.94100e+06
39  5  4.72015e+06
39  6  3.95273e+06
39  7  1.44478e+06
39  8  4.77739e+06
39  9  5.67147e+06
39  10  4.64525e+06
39  11  5.06253e+06
39  12  2.93103e+06
39  13  7.34163e+06
39  14  3.24558e+06
39  15  4.88033e+06
39  16  7.20479e+06
39  17  6.87224e+06
39  18  5.84407e+06
39  19  1.78234e+06
39  20  2.97995e+06
39  21  3.18033e+06
39  22  8.85472e+06
39  23  5.29683e+06
39  24  4.98600e+06
39  25  7.27798e+06
39  26  1.00247e+07
39  27  5.06912e+06
39  28  1.00780e+07
39  29  9.13846e+06
39  30  5.66099e+06
39  31  5.11733e+06
39  32  7.33354e+06
39  33  5.75848e+06
39  34  4.79239e+06
39  35  5.27557e+06
39  36  4.61275e+06
39  37  6.54934e+06
39  38  9.92566e+06
39  39  5.66401e+06
39  40  8.83523e+06
39  41  6.47016e+06
39  42  3.30304e+06
39  43  8.51844e+06
39  44  8.44157e+06
39  45  6.86476e+06
39  46  4.87131e+06
39  47  6.13576e+06
39  48  8.00806e+06
39  49  8.29585e+06
39  50  4.78549e+06
39  51  5.85707e+06
39  52  8.14917e+06
39  53  9.22212e+06
39  54  4.78058e+06
39  55  6.31211e+06
39  56  7.50002e+06
39  57  1.03572e+07
39  58  8.00951e+06
39  59  9.72067e+06
39  60  3.36145e+06
39  61  1.26339e+07
39  62  8.68250e+06
39  63  3.85023e+06
39  64  6.61501e+06
39  65  6.70652e+06
39  66  1.05530e+07
39  67  6.51072e+06
39  68  1.07703e+07
39  69  6.90058e+06
39  70  1.04040e+07
39  71  8.91260e+06
39  72  6.48383e+06
39  73  7.77883e+06
39  74  7.33013e+06
39  75  6.41933e+06
39  76  9.27345e+06
39  77  5.94967e+06
39  78  9.81058e+06
39  79  1.08786e+07
39  80  8.45541e+06
39  81  1.02377e+07
39  82  4.23451e+06
39  83  9.35160e+06
39  84  8.49240e+06
39  85  1.18493e+07
39  86  1.00337e+07
39  87  7.28773e+06
39  88  1.10679e+07
39  89  6.38384e+06
39  90  9.81331e+06
39  91  6.33232e+06
39  92  1.07286e+07
39  93  1.25575e+07
39  94  8.61350e+06
39  95  4.94185e+06
39  96  4.77296e+06
39  97  7.70179e+06
39  98  4.99677e+06
39  99  4.42392e+06
39  100  5.31788e+06
39  101  4.48966e+06
39  102  2.29082e+06
39  103  7.56436e+06
39  104  7.03472e+06
39  105  3.20503e+06
39  106  1.34926e+06
39  107  3.03260e+06
39  108  2.77170e+06
39  109  8.16561e+06
39  110  7.56833e+06
39  111  1.30008e+07
39  112  1.63537e+07
39  113  1.02242e+07
39  114  8.66249e+06
39  115  1.03862e+07
39  116  8.67133e+06
39  117  1.25298e+07
39  118  9.77830e+06
39  119  1.18020e+07
39  120  1.03613e+07
40  0  5.13219e+06
40  1  3.03550e+06
40  2  4.43086e+06
40  3  3.77839e+06
40  4  2.53768e+06
40  5  4.28983e+06
40  6  5.61698e+06
40  7  3.09534e+06
40  8  4.42771e+06
40  9  7.26818e+06
40  10  3.71202e+06
40  11  3.40815e+06
40  12  4.71939e+06
40  13  6.43232e+06
40  14  3.98142e+06
40  15  7.87466e+06
40  16  2.29048e+06
40  17  4.40987e+06
40  18  4.25655e+06
40  19  5.61801e+06
40  20  5.54635e+06
40  21  1.61074e+06
40  22  2.55905e+06
40  23  5.60651e+06
40  24  4.23218e+06
40  25  5.21150e+06
40  26  4.66931e+06
40  27  4.73335e+06
40  28  7.26955e+06
40  29  5.56946e+06
40  30  6.06890e+06
40  31  5.12885e+06
40  32  2.31300e+06
40  33  3.10984e+06
40  34  6.14356e+06
40  35  4.05595e+06
40  36  7.21152e+06
40  37  7.60215e+06
40  38  8.63135e+06
40  39  5.85526e+06
40  40  5.77472e+06
40  41  8.34747e+06
40  42  6.57113e+06
40  43  4.11645e+06
40  44  9.42450e+06
40  45  8.05857e+06
40  46  4.71742e+06
40  47  6.81284e+06
40  48  3.93590e+06
40  49  8.04991e+06
40  50  7.06815e+06
40  51  2.78133e+06
40  52  7.23010e+06
40  53  3.06051e+06
40  54  7.37608e+06
40  55  6.32373e+06
40  56  1.14606e+07
40  57  7.29677e+06
40  58  4.97738e+06
40  59  1.16336e+07
40  60  5.94919e+06
40  61  5.62442e+06
40  62  9.63103e+06
40  63  1.10312e+07
40  64  8.19654e+06
40  65  8.80789e+06
40  66  5.76032e+06
40  67  1.08952e+07
40  68  8.91906e+06
40  69  1.01943e+07
40  70  1.08845e+07
40  71  8.40564e+06
40  72  1.19315e+07
40  73  7.04719e+06
40  74  9.50187e+06
40  75  1.18247e+07
40  76  8.46025e+06
40  77  9.57529e+06
40  78  6.58378e+06
40  79  5.36507e+06
40  80  7.01764e+06
40  81  7.06550e+06
40  82  1.01461e+07
40  83  8.72872e+06
40  84  1.14876e+07
40  85  4.02447e+06
